file,actual_age,actual_classification,predicted_classification,result
blogs/40s/2458486.male.46.Manufacturing.Libra.xml,46,Adult,/teens,false_positive
blogs/40s/3562602.male.40.Technology.Scorpio.xml,40,Adult,/teens,false_positive
blogs/40s/4241340.male.44.indUnk.Libra.xml,44,Adult,/teens,false_positive
blogs/40s/3406654.male.44.Arts.Virgo.xml,44,Adult,/adults,true_negative
blogs/40s/3305107.male.40.Technology.Virgo.xml,40,Adult,/adults,true_negative
blogs/40s/4136281.female.44.Technology.Virgo.xml,44,Adult,/teens,false_positive
blogs/40s/3615144.female.44.Biotech.Leo.xml,44,Adult,/adults,true_negative
blogs/40s/4073763.male.46.Arts.Cancer.xml,46,Adult,/adults,true_negative
blogs/40s/3497014.female.43.Education.Cancer.xml,43,Adult,/teens,false_positive
blogs/40s/3341249.male.43.indUnk.Cancer.xml,43,Adult,/teens,false_positive
blogs/40s/3752236.male.41.indUnk.Libra.xml,41,Adult,/teens,false_positive
blogs/40s/3003557.male.45.Government.Pisces.xml,45,Adult,/teens,false_positive
blogs/40s/4016792.female.45.Construction.Capricorn.xml,45,Adult,/teens,false_positive
blogs/40s/3729893.male.44.indUnk.Sagittarius.xml,44,Adult,/adults,true_negative
blogs/40s/3661699.female.42.indUnk.Pisces.xml,42,Adult,/teens,false_positive
blogs/40s/3742931.female.45.Advertising.Sagittarius.xml,45,Adult,/teens,false_positive
blogs/40s/3685403.female.40.Sports-Recreation.Aquarius.xml,40,Adult,/adults,true_negative
blogs/40s/3334997.female.41.indUnk.Aquarius.xml,41,Adult,/teens,false_positive
blogs/40s/3839808.female.40.indUnk.Pisces.xml,40,Adult,/teens,false_positive
blogs/40s/3526380.male.42.Technology.Taurus.xml,42,Adult,/teens,false_positive
blogs/40s/3182387.male.41.indUnk.Aries.xml,41,Adult,/adults,true_negative
blogs/40s/1386800.female.45.Non-Profit.Pisces.xml,45,Adult,/teens,false_positive
blogs/40s/3568492.male.40.indUnk.Capricorn.xml,40,Adult,/adults,true_negative
blogs/40s/4171607.male.41.indUnk.Capricorn.xml,41,Adult,/teens,false_positive
blogs/40s/3681115.male.43.Religion.Aries.xml,43,Adult,/teens,false_positive
blogs/40s/3833033.female.46.indUnk.Libra.xml,46,Adult,/teens,false_positive
blogs/40s/3430790.male.47.indUnk.Cancer.xml,47,Adult,/adults,true_negative
blogs/40s/4106509.male.43.Communications-Media.Scorpio.xml,43,Adult,/teens,false_positive
blogs/40s/1373040.female.40.indUnk.Cancer.xml,40,Adult,/teens,false_positive
blogs/40s/2408870.male.48.indUnk.Capricorn.xml,48,Adult,/teens,false_positive
blogs/40s/280769.male.48.Consulting.Cancer.xml,48,Adult,/adults,true_negative
blogs/40s/3461023.female.41.Arts.Libra.xml,41,Adult,/teens,false_positive
blogs/40s/3962777.female.46.Advertising.Sagittarius.xml,46,Adult,/teens,false_positive
blogs/40s/3831342.female.46.Science.Scorpio.xml,46,Adult,/teens,false_positive
blogs/40s/3659072.male.45.Advertising.Aquarius.xml,45,Adult,/teens,false_positive
blogs/40s/3558872.female.47.Education.Cancer.xml,47,Adult,/teens,false_positive
blogs/40s/3698442.female.46.Arts.Leo.xml,46,Adult,/young_adults,true_negative
blogs/40s/3461750.male.46.indUnk.Gemini.xml,46,Adult,/teens,false_positive
blogs/40s/4263309.female.48.Fashion.Pisces.xml,48,Adult,/teens,false_positive
blogs/40s/3304379.male.41.Technology.Virgo.xml,41,Adult,/teens,false_positive
blogs/40s/3336933.male.48.indUnk.Scorpio.xml,48,Adult,/teens,false_positive
blogs/40s/4158226.male.41.indUnk.Capricorn.xml,41,Adult,/teens,false_positive
blogs/40s/4230950.male.42.InvestmentBanking.Aquarius.xml,42,Adult,/adults,true_negative
blogs/40s/1723046.female.47.Religion.Libra.xml,47,Adult,/teens,false_positive
blogs/40s/3964162.female.41.Internet.Scorpio.xml,41,Adult,/teens,false_positive
blogs/40s/3354021.male.40.indUnk.Cancer.xml,40,Adult,/teens,false_positive
blogs/40s/3648082.female.46.Automotive.Leo.xml,46,Adult,/adults,true_negative
blogs/40s/3425545.male.41.Automotive.Cancer.xml,41,Adult,/young_adults,true_negative
blogs/40s/3976496.male.42.Government.Leo.xml,42,Adult,/teens,false_positive
blogs/40s/3340219.male.45.Technology.Virgo.xml,45,Adult,/adults,true_negative
blogs/40s/4022571.female.40.indUnk.Virgo.xml,40,Adult,/teens,false_positive
blogs/40s/3901888.female.47.Engineering.Gemini.xml,47,Adult,/teens,false_positive
blogs/40s/3543879.male.43.Construction.Cancer.xml,43,Adult,/adults,true_negative
blogs/40s/4106405.male.48.indUnk.Aquarius.xml,48,Adult,/teens,false_positive
blogs/40s/4323836.male.41.indUnk.Sagittarius.xml,41,Adult,/teens,false_positive
blogs/40s/3639395.female.42.Government.Aquarius.xml,42,Adult,/young_adults,true_negative
blogs/40s/4228468.male.44.Engineering.Virgo.xml,44,Adult,/teens,false_positive
blogs/40s/3915413.female.41.indUnk.Pisces.xml,41,Adult,/teens,false_positive
blogs/40s/4250809.female.46.Law.Cancer.xml,46,Adult,/adults,true_negative
blogs/40s/2772378.female.45.Communications-Media.Leo.xml,45,Adult,/teens,false_positive
blogs/40s/3560887.male.47.Communications-Media.Virgo.xml,47,Adult,/adults,true_negative
blogs/40s/3415194.female.45.Government.Sagittarius.xml,45,Adult,/teens,false_positive
blogs/40s/3466654.female.46.Communications-Media.Pisces.xml,46,Adult,/teens,false_positive
blogs/40s/3683026.male.46.Communications-Media.Gemini.xml,46,Adult,/teens,false_positive
blogs/40s/3497562.male.43.Education.Scorpio.xml,43,Adult,/adults,true_negative
blogs/40s/2394435.female.40.Education.Aries.xml,40,Adult,/teens,false_positive
blogs/40s/4220690.female.41.Communications-Media.Taurus.xml,41,Adult,/teens,false_positive
